"nama","gender","usia","area","ses","user_ts","user_ns","tom","unaided_1","unaided_2","unaided_3"
"Dawsey Brogan, Kuneeshah","M","21 - 25 th","Jabodetabek","Super","ya","ya","tv one","inews","net","rcti"
"el-Awan, Wasmaaa","M","11 - 15 th","Jabodetabek","Up1","ya","ya","trans tv","trans7","net","tv one"
"Stone, Brian","M","21 - 25 th","Jateng","Up1","tidak","ya","trans7","trans tv","sctv","net"
"Foster, Tabetha","F","21 - 25 th","Jabodetabek","Mid","ya","ya","mnc tv","rcti","net","sctv"
"Woerpel, Ashley","F","16 - 20 th","Sulawesi","Up1","ya","ya","tv one","net","mnc tv","inews"
"Baeza, Gustavo","F","> 30 th","Jatim","Mid","ya","ya","mnc tv","indosiar","rcti","sctv"
"Salazar, Marcela","F","16 - 20 th","Jabodetabek","Super","ya","ya","trans tv","net","sctv","trans7"
"Nguyen, Anne","F","11 - 15 th","Jateng","Up2","tidak","ya","net","inews","trans tv","trans7"
"al-Akel, Hiba","M","26 - 30 th","Jatim","Mid","tidak","tidak","sctv","trans7","net","trans tv"
"Vijayasarathy, Kyle","F","16 - 20 th","Jabodetabek","Up2","ya","tidak","trans tv","net","indosiar","rcti"
"Dressor, Roy","M","26 - 30 th","Jabodetabek","Up2","ya","ya","trans tv","net","tv one","trans7"
"Chavez, Daniela","M","16 - 20 th","Jateng","Super","ya","ya","net","sctv","trans7","tv one"
"Tran, Angelica","M","26 - 30 th","Jabar","Super","ya","ya","mnc tv","sctv","inews","trans tv"
"Dejesus, Anissa","M","21 - 25 th","SUM 1","Mid","ya","ya","trans7","sctv","net","rcti"
"Hofmeister, Brianna","F","26 - 30 th","Jabodetabek","Up2","tidak","tidak","inews","net","sctv","trans tv"
"al-Saleh, Masroora","F","16 - 20 th","SUM 2","Mid","tidak","ya","rcti","trans7","net","sctv"
"Colby, Jillian","F","16 - 20 th","Jateng","Super","ya","ya","net","trans tv","inews","mnc tv"
"Reda-Arefaine, Tre Von","F","11 - 15 th","PUMA","Mid","tidak","ya","net","sctv","trans tv","rcti"
"Brown, Marquise","M","21 - 25 th","Jabodetabek","Up1","ya","ya","net","sctv","tv one","mnc tv"
"Enwall, Keith","F","26 - 30 th","SUM 1","Mid","ya","ya","trans7","net","trans tv","indosiar"
"Oscarson, Camron","M","26 - 30 th","Jabar","Super","tidak","ya","net","sctv","mnc tv","trans7"
"Delgado, Tiffani","M","> 30 th","SUM 2","Up1","ya","ya","inews","net","rcti","sctv"
"Mendivil, Alexandria","F","11 - 15 th","SUM 2","Mid","tidak","ya","trans7","net","trans tv","sctv"
"Nguyen, Matthew","M","26 - 30 th","SUM 2","Super","tidak","ya","trans7","inews","indosiar","trans tv"
"Ortega, Chandler","F","16 - 20 th","SUM 1","Mid","tidak","ya","trans tv","sctv","inews","mnc tv"
"Sweetwater, Andrea","M","> 30 th","Jabodetabek","Mid","ya","ya","net","trans tv","sctv","rcti"
"Belmontes, William","F","21 - 25 th","SUM 2","Mid","ya","ya","inews","sctv","net","trans7"
"Owens, Kelsea","M","16 - 20 th","Kalimantan","Mid","tidak","tidak","rcti","mnc tv","sctv","trans tv"
"Najera, Xochitl","F","16 - 20 th","BARA","Mid","tidak","ya","trans7","inews","net","trans tv"
"Novianty, Bunty","M","21 - 25 th","Sulawesi","Mid","tidak","ya","net","sctv","inews","trans tv"
"Wilson, Nicole","M","11 - 15 th","Jabar","Up2","ya","ya","sctv","trans tv","tv one","net"
"George, Brenna","M","21 - 25 th","Jabodetabek","Mid","ya","ya","tv one","inews","trans tv","sctv"
"el-Abu, Suhaad","F","26 - 30 th","Jabodetabek","Mid","ya","tidak","sctv","trans tv","net","mnc tv"
"Nguyen, Alex","F","16 - 20 th","Jabodetabek","Super","ya","tidak","tv one","trans7","trans tv","sctv"
"Abrams, Danzig","M","21 - 25 th","BARA","Mid","ya","ya","net","inews","trans7","tv one"
"Glaspie, Amari","F","26 - 30 th","Jateng","Up1","tidak","ya","mnc tv","trans7","inews","sctv"
"Matthews, Christopher","F","21 - 25 th","BARA","Up2","ya","ya","net","trans7","mnc tv","trans tv"
"Navarrete, Maria","F","21 - 25 th","PUMA","Mid","ya","ya","net","trans7","inews","sctv"
"el-Kalil, Ameer","M","> 30 th","Jabodetabek","Mid","ya","tidak","trans tv","net","trans7","mnc tv"
"Tinucci, Lauren","F","16 - 20 th","Jabar","Mid","ya","ya","sctv","rcti","inews","mnc tv"
"Lewis, Chelsea","F","11 - 15 th","SUM 2","Super","tidak","tidak","rcti","tv one","sctv","inews"
"Nguyen, Suchot","F","16 - 20 th","Jatim","Up1","ya","ya","trans7","mnc tv","trans tv","net"
"Mcgrone, Raymond","F","21 - 25 th","Jabar","Up1","tidak","tidak","sctv","net","inews","indosiar"
"al-Farra, Mujaahida","F","> 30 th","PUMA","Up1","ya","ya","trans7","inews","net","tv one"
"Gonzales, Vincent","M","16 - 20 th","Jabodetabek","Mid","tidak","ya","rcti","net","inews","trans tv"
"Antillon, Alejandra","F","26 - 30 th","PUMA","Up1","ya","tidak","net","trans7","sctv","trans tv"
"Miller, Natae","M","16 - 20 th","BARA","Up1","ya","ya","rcti","inews","net","tv one"
"Dayton, Jarrett","M","21 - 25 th","Jabodetabek","Mid","ya","ya","net","sctv","trans7","trans tv"
"Wong, Libby","F","16 - 20 th","Jabodetabek","Super","ya","ya","mnc tv","net","trans tv","rcti"
"Shooner, Lynn","F","26 - 30 th","SUM 2","Super","tidak","ya","indosiar","inews","net","trans7"
"Ondrejka, Kinza","F","21 - 25 th","Sulawesi","Up1","tidak","ya","sctv","trans7","mnc tv","inews"
"Atsepoyi, Abraham","M","16 - 20 th","Kalimantan","Super","ya","ya","inews","net","sctv","trans tv"
"Sanchez, Valeria","F","16 - 20 th","Kalimantan","Mid","ya","ya","indosiar","inews","trans7","trans tv"
"Nodland, Robert","M","21 - 25 th","Kalimantan","Mid","tidak","ya","tv one","trans tv","net","trans7"
"Carney-Mogan, Alex","M","16 - 20 th","Jabodetabek","Up2","tidak","ya","trans tv","rcti","mnc tv","net"
"al-Rayes, Maa'iz","M","21 - 25 th","Jabodetabek","Mid","ya","ya","net","trans tv","sctv","indosiar"
"Walsh, Courtney","M","26 - 30 th","Jabar","Up1","tidak","ya","net","rcti","trans7","inews"
"Perkins, Diamond","F","16 - 20 th","Jabodetabek","Super","ya","ya","sctv","inews","trans7","trans tv"
"Joe, Frankie","F","11 - 15 th","Jabodetabek","Mid","tidak","ya","trans tv","net","trans7","indosiar"
"Perez-Ramos, Javier","M","21 - 25 th","Jateng","Super","tidak","ya","rcti","net","mnc tv","trans7"
"Miller, Azira","M","21 - 25 th","BARA","Mid","ya","ya","rcti","trans tv","sctv","inews"
"Wilson, Kaylee","M","16 - 20 th","Jatim","Up1","ya","tidak","mnc tv","net","trans7","trans tv"
"Avila, Zachary","M","21 - 25 th","SUM 2","Up1","ya","ya","indosiar","mnc tv","trans tv","net"
"el-Burki, Hiba","F","16 - 20 th","Jabodetabek","Mid","ya","ya","sctv","trans tv","trans7","rcti"
"al-Tahir, Taaha","F","16 - 20 th","Jabar","Super","ya","ya","mnc tv","trans7","net","inews"
"Montoya, Fortun","F","21 - 25 th","Kalimantan","Super","tidak","ya","tv one","indosiar","rcti","sctv"
"Dodge, Alexandria","F","> 30 th","PUMA","Up1","ya","ya","trans tv","tv one","sctv","inews"
"Wilson, Habsa","M","21 - 25 th","SUM 1","Super","ya","ya","sctv","net","inews","mnc tv"
"Perez, Maeselle","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","net","trans7","trans tv","inews"
"Marcoux, Alicia","M","11 - 15 th","Jabodetabek","Super","tidak","ya","trans tv","mnc tv","tv one","net"
"Yancy, Makyia","F","21 - 25 th","Jabodetabek","Up1","tidak","ya","net","inews","trans tv","tv one"
"Smith, Jesse","M","21 - 25 th","Jateng","Up1","ya","ya","trans7","trans tv","mnc tv","net"
"Kitching, Morgan","F","> 30 th","PUMA","Up2","ya","ya","rcti","mnc tv","sctv","indosiar"
"Martinez-Whisler, Luis","F","21 - 25 th","SUM 2","Mid","tidak","ya","trans7","net","trans tv","inews"
"Lopez, Evelyn","M","26 - 30 th","Jatim","Mid","tidak","ya","trans7","inews","sctv","rcti"
"Asuega, Ian","M","21 - 25 th","Jateng","Super","tidak","ya","net","sctv","mnc tv","inews"
"el-Mowad, Najaat","M","21 - 25 th","SUM 2","Mid","tidak","ya","inews","net","sctv","trans7"
"Lawson, Chandra","F","16 - 20 th","Jabar","Mid","ya","ya","net","trans tv","rcti","trans7"
"Castaneda, Brianna","M","16 - 20 th","SUM 2","Up1","tidak","ya","sctv","trans tv","trans7","net"
"Gonzalez Godinez, Jennifer","F","21 - 25 th","Jabodetabek","Mid","tidak","ya","sctv","trans7","tv one","mnc tv"
"Serrano, Jose","F","21 - 25 th","Jateng","Mid","tidak","ya","indosiar","net","rcti","sctv"
"Aubry, Brittany","F","16 - 20 th","Sulawesi","Mid","ya","ya","net","trans7","rcti","tv one"
"Rose, Taelor","M","11 - 15 th","PUMA","Up2","ya","ya","sctv","rcti","trans7","trans tv"
"Franco, Nicholas","F","16 - 20 th","Jabodetabek","Up2","ya","ya","inews","net","trans7","trans tv"
"Ballard, Andrew","M","26 - 30 th","PUMA","Up1","tidak","ya","net","sctv","inews","trans7"
"Hatcher, Princess Imani","M","16 - 20 th","Jabar","Super","ya","ya","trans7","mnc tv","trans tv","net"
"Jarosz, Saxony","F","11 - 15 th","Jabodetabek","Up1","ya","ya","trans tv","tv one","sctv","trans7"
"Barrera, Alejandra","F","21 - 25 th","Jabodetabek","Super","ya","ya","trans7","tv one","sctv","net"
"Mayo, Ashanti","M","21 - 25 th","Jabodetabek","Super","ya","ya","trans tv","rcti","indosiar","sctv"
"Melonas, Makayla","M","21 - 25 th","Jatim","Up1","ya","ya","sctv","net","indosiar","trans7"
"Santillan, Sofia","F","16 - 20 th","Jateng","Up1","ya","ya","trans7","inews","sctv","net"
"Ruth, Sarahray","M","16 - 20 th","Jabodetabek","Mid","ya","ya","net","trans tv","tv one","rcti"
"Badback, Melissa","M","> 30 th","Kalimantan","Mid","tidak","ya","sctv","rcti","indosiar","inews"
"Smith, Khoa","F","21 - 25 th","SUM 2","Super","tidak","ya","rcti","net","inews","trans tv"
"Vu, Tin","M","11 - 15 th","SUM 2","Super","tidak","ya","sctv","mnc tv","net","trans7"
"Chapa, Franklin","F","16 - 20 th","PUMA","Up1","tidak","ya","trans7","rcti","mnc tv","net"
"al-Abdelrahman, Sanaaa","M","11 - 15 th","Jatim","Mid","tidak","tidak","rcti","net","trans tv","trans7"
"Dorrance, Alex","F","16 - 20 th","PUMA","Up1","ya","ya","net","sctv","mnc tv","trans7"
"el-Shaheen, Mumina","F","> 30 th","Jabodetabek","Up1","ya","ya","trans tv","net","trans7","rcti"
"Le, Bayani","F","21 - 25 th","PUMA","Up1","ya","ya","indosiar","rcti","net","sctv"
"al-Hamed, Sakeena","M","16 - 20 th","Jateng","Super","tidak","ya","trans tv","trans7","indosiar","mnc tv"
"Krishnaswamy, Vien","M","16 - 20 th","SUM 2","Super","tidak","ya","net","inews","rcti","trans7"
"Sloan, Matthew","M","11 - 15 th","Jateng","Mid","tidak","ya","net","sctv","mnc tv","inews"
"Johnson, Zachary","M","> 30 th","PUMA","Up2","ya","ya","net","inews","trans7","rcti"
"Chong, Alysha","F","> 30 th","Jateng","Super","ya","ya","net","rcti","trans tv","mnc tv"
"el-Sulaiman, Raafi","M","16 - 20 th","Sulawesi","Super","tidak","ya","trans7","rcti","indosiar","trans tv"
"Yee, David","F","26 - 30 th","Jateng","Mid","ya","ya","mnc tv","net","sctv","rcti"
"Lopez, Samuel","F","26 - 30 th","Jabar","Mid","tidak","ya","trans7","tv one","trans tv","rcti"
"Lee, Lucas","F","> 30 th","SUM 2","Up2","ya","ya","trans tv","mnc tv","rcti","indosiar"
"al-Arafat, Baheej","M","16 - 20 th","Jabodetabek","Mid","tidak","ya","net","mnc tv","rcti","trans7"
"Morlan, Cory","F","16 - 20 th","SUM 2","Super","ya","ya","trans7","net","mnc tv","trans tv"
"Shrestha, Alexia","F","21 - 25 th","Jabar","Mid","ya","tidak","trans tv","trans7","inews","net"
"Jordan, Bernard","F","16 - 20 th","Sulawesi","Up2","tidak","ya","mnc tv","indosiar","sctv","trans7"
"Lee, Shivani","M","26 - 30 th","Sulawesi","Super","tidak","ya","sctv","net","trans tv","inews"
"Gonzales, Selena","M","11 - 15 th","Sulawesi","Mid","ya","ya","net","trans tv","inews","mnc tv"
"Clifford, Kylee","F","21 - 25 th","Jabodetabek","Super","tidak","ya","net","trans tv","sctv","mnc tv"
"Gomez, Shayla","M","26 - 30 th","Jatim","Mid","tidak","ya","net","mnc tv","trans7","trans tv"
"Mosby, Taryn","F","26 - 30 th","Jatim","Super","ya","ya","inews","mnc tv","sctv","trans tv"
"Ehrlich, Logan","M","21 - 25 th","Sulawesi","Mid","ya","ya","trans7","net","inews","sctv"
"Owen, Amanda","M","16 - 20 th","Jatim","Mid","ya","ya","net","sctv","trans7","mnc tv"
"Gonzalez Nava, Angelo","F","21 - 25 th","SUM 2","Up1","tidak","tidak","net","sctv","trans7","mnc tv"
"al-Abdi, Qamraaa","M","21 - 25 th","Jabodetabek","Mid","ya","ya","rcti","net","trans7","sctv"
"Burke, Kateri","M","11 - 15 th","Jatim","Up1","ya","ya","net","trans7","trans tv","inews"
"Miller, Carlo","F","16 - 20 th","Jatim","Up1","ya","tidak","trans tv","sctv","rcti","net"
"Estes, Alexandra","F","26 - 30 th","Jateng","Mid","tidak","ya","trans7","sctv","trans tv","net"
"Aviado II, Zachery","M","26 - 30 th","Jabodetabek","Mid","ya","ya","mnc tv","trans7","net","indosiar"
"Nwankwo, Hatim","F","> 30 th","Jabodetabek","Up2","tidak","ya","trans tv","net","trans7","sctv"
"Yeon, Nevin","F","16 - 20 th","PUMA","Super","tidak","ya","rcti","net","inews","trans7"
"Quintana, Katherine","M","16 - 20 th","Jateng","Super","ya","ya","sctv","tv one","trans tv","trans7"
"Williams, Bryson","F","11 - 15 th","SUM 1","Mid","tidak","ya","indosiar","sctv","trans7","mnc tv"
"Ju, Sara","M","21 - 25 th","Jabar","Super","ya","ya","trans tv","inews","sctv","net"
"Nunez, Richard","M","> 30 th","Jatim","Mid","tidak","ya","sctv","net","trans7","mnc tv"
"Tindle, Devon","F","16 - 20 th","Jatim","Up1","ya","ya","net","mnc tv","trans7","indosiar"
"Nguyen, Mai","F","11 - 15 th","Jateng","Mid","tidak","ya","trans7","net","trans tv","inews"
"Martinez, Rodrigo","M","11 - 15 th","Jabodetabek","Mid","tidak","ya","trans7","net","trans tv","mnc tv"
"Nguyen, Stefan","F","21 - 25 th","Jatim","Up1","ya","ya","tv one","inews","trans7","indosiar"
"Jones, Maurice","F","26 - 30 th","Jateng","Mid","tidak","ya","net","inews","trans tv","sctv"
"Mondragon Luis, Sade","M","16 - 20 th","Jateng","Mid","tidak","tidak","net","rcti","sctv","mnc tv"
"Montoya, Jennifer","F","21 - 25 th","SUM 2","Super","ya","ya","inews","trans7","rcti","tv one"
"John, Steven","M","21 - 25 th","BARA","Super","tidak","ya","rcti","net","sctv","trans7"
"Taylor, Jordyn","M","16 - 20 th","Jabar","Mid","tidak","ya","inews","mnc tv","net","trans7"
"Mars, Dany","M","26 - 30 th","PUMA","Mid","ya","ya","net","rcti","tv one","trans7"
"Siebring, Zachary","F","21 - 25 th","PUMA","Up1","tidak","ya","trans7","sctv","trans tv","net"
"al-Ali, Almaasa","M","11 - 15 th","BARA","Mid","ya","tidak","net","sctv","trans tv","tv one"
"Kirn, Orchid","F","26 - 30 th","BARA","Mid","ya","ya","net","trans tv","indosiar","sctv"
"Wilkins, Naomi","F","21 - 25 th","SUM 2","Mid","ya","ya","trans tv","indosiar","net","sctv"
"Moran, Jacob","F","26 - 30 th","Jabodetabek","Up2","ya","ya","net","trans tv","mnc tv","rcti"
"al-Din, Sundus","M","16 - 20 th","Jatim","Mid","tidak","ya","net","trans tv","trans7","mnc tv"
"Greene, Ebony","F","26 - 30 th","Jabodetabek","Up2","ya","ya","sctv","mnc tv","trans tv","trans7"
"Jamison, Rachel","M","16 - 20 th","SUM 1","Mid","ya","ya","net","trans tv","sctv","trans7"
"el-Ghattas, Idrees","F","21 - 25 th","Jateng","Up1","tidak","tidak","tv one","rcti","indosiar","trans7"
"el-Tahir, Naaila","F","16 - 20 th","SUM 1","Up2","tidak","ya","net","inews","rcti","sctv"
"Quintana, Stephanie","F","11 - 15 th","Jabar","Mid","ya","ya","sctv","trans7","indosiar","net"
"Swisher, Charlotte","F","16 - 20 th","SUM 2","Mid","ya","ya","mnc tv","sctv","trans tv","inews"
"Wilson, Lekesha","M","26 - 30 th","Kalimantan","Up2","tidak","tidak","net","trans tv","inews","trans7"
"Chauveau, Daniel","F","26 - 30 th","SUM 1","Super","tidak","tidak","trans tv","indosiar","rcti","tv one"
"James, Leonard","M","21 - 25 th","Jateng","Super","ya","ya","trans tv","sctv","mnc tv","trans7"
"al-Bina, Raadi","F","11 - 15 th","Jateng","Up2","tidak","ya","trans7","mnc tv","net","tv one"
"Dulaney, Sofia","F","26 - 30 th","Sulawesi","Up2","tidak","ya","inews","sctv","trans7","rcti"
"Ramirez, Savannah","M","> 30 th","Jabodetabek","Up1","tidak","ya","net","trans7","inews","mnc tv"
"el-Taha, Salaah","F","16 - 20 th","Sulawesi","Up1","ya","ya","rcti","trans7","net","tv one"
"Flack, Catherine","F","11 - 15 th","Jateng","Super","ya","ya","net","trans tv","sctv","trans7"
"Arnold, Richard","F","11 - 15 th","Jateng","Super","ya","ya","net","tv one","rcti","indosiar"
"Habtu, Jazmyne","M","26 - 30 th","Jabar","Mid","ya","ya","trans tv","net","rcti","mnc tv"
"Mayne, Irene","M","16 - 20 th","Jateng","Super","ya","ya","sctv","inews","mnc tv","rcti"
"Long, Kingahnah","F","16 - 20 th","Jatim","Up1","ya","ya","net","rcti","inews","mnc tv"
"Avorque, Kevin","F","16 - 20 th","Jabodetabek","Mid","tidak","ya","net","indosiar","trans7","mnc tv"
"Salley, Devin","M","16 - 20 th","PUMA","Mid","ya","ya","net","trans7","tv one","trans tv"
"Robles, Carlos","F","21 - 25 th","BARA","Mid","tidak","ya","net","inews","trans7","mnc tv"
"al-Murad, Nuzha","M","11 - 15 th","PUMA","Super","tidak","ya","trans7","mnc tv","rcti","trans tv"
"Brady, Josephine","M","11 - 15 th","Jatim","Up1","ya","ya","trans7","trans tv","sctv","net"
"Mc Clelland, Shelbie","F","16 - 20 th","Jabodetabek","Up1","ya","tidak","net","rcti","trans7","mnc tv"
"al-Basher, Marwaan","M","11 - 15 th","Jateng","Super","tidak","ya","rcti","sctv","trans tv","trans7"
"Nguyen, Heti","F","26 - 30 th","Jabodetabek","Mid","ya","ya","rcti","trans tv","net","sctv"
"Parra, Connor","F","11 - 15 th","Jateng","Up1","tidak","ya","trans7","trans tv","sctv","inews"
"Yi, Emily","F","21 - 25 th","BARA","Mid","ya","tidak","net","mnc tv","trans7","trans tv"
"el-Kaleel, Abood","F","21 - 25 th","Jatim","Mid","tidak","ya","rcti","trans tv","net","inews"
"Schippers, Kaylie","M","16 - 20 th","BARA","Up1","ya","ya","trans7","rcti","sctv","net"
"el-Miah, Jumail","M","16 - 20 th","Jatim","Mid","ya","ya","mnc tv","sctv","trans tv","trans7"
"el-Hadi, Zuhaira","F","11 - 15 th","SUM 2","Mid","tidak","ya","trans tv","indosiar","inews","rcti"
"Mitchell, Arnold","M","26 - 30 th","Jabodetabek","Mid","tidak","ya","inews","trans tv","trans7","mnc tv"
"Hernandez, Celia","F","16 - 20 th","Jabodetabek","Mid","tidak","tidak","sctv","trans7","trans tv","rcti"
"Gallenstein, Chau","M","16 - 20 th","SUM 1","Mid","ya","ya","net","trans7","indosiar","trans tv"
"Eastin, Kellyn","F","21 - 25 th","Jateng","Mid","ya","ya","sctv","mnc tv","inews","trans7"
"Strunk, Samuel","F","26 - 30 th","Jabodetabek","Super","tidak","ya","mnc tv","rcti","indosiar","tv one"
"Sanders, Covell","F","21 - 25 th","Jabodetabek","Up1","ya","ya","sctv","inews","mnc tv","trans7"
"Nielsen, Remington","F","16 - 20 th","Jatim","Up2","tidak","ya","trans tv","rcti","inews","trans7"
"Watts, Jesse","F","> 30 th","SUM 2","Super","tidak","ya","trans7","inews","trans tv","tv one"
"Covarrubias, Adrianna","M","26 - 30 th","Jatim","Mid","ya","ya","sctv","trans tv","net","mnc tv"
"Watson, Chelsea","M","16 - 20 th","Jateng","Super","tidak","ya","trans7","sctv","inews","net"
"Mcguire, Kasinee","M","21 - 25 th","Jabodetabek","Super","tidak","ya","mnc tv","trans7","net","indosiar"
"Fett, Lauren","M","21 - 25 th","Jateng","Up1","tidak","ya","net","sctv","mnc tv","trans7"
"Ly, Daniel","F","11 - 15 th","Jabodetabek","Super","ya","ya","trans7","rcti","net","trans tv"
"el-Taheri, Jafar","F","26 - 30 th","Jatim","Up1","tidak","ya","rcti","sctv","trans7","net"
"Penrose, Chad","F","16 - 20 th","Jabodetabek","Up2","ya","tidak","net","inews","rcti","trans tv"
"Bockelmann, Mark","M","21 - 25 th","Jabodetabek","Up1","tidak","tidak","net","sctv","inews","trans tv"
"al-Sharaf, Naadiya","M","21 - 25 th","Jabodetabek","Super","tidak","ya","net","sctv","inews","trans7"
"Marshall, Caleb","F","21 - 25 th","SUM 1","Mid","ya","ya","mnc tv","tv one","net","trans tv"
"Shaffer, David Anthony","M","16 - 20 th","Jabodetabek","Mid","tidak","ya","trans7","rcti","net","tv one"
"Carmichael, Sean","M","26 - 30 th","Jatim","Mid","tidak","ya","sctv","rcti","inews","trans7"
"Morello, Anthony","M","26 - 30 th","Kalimantan","Mid","tidak","ya","net","rcti","trans7","sctv"
"O'Neill, Kyle","F","21 - 25 th","SUM 1","Up2","tidak","ya","net","trans tv","mnc tv","tv one"
"Estrada, Marlene","F","> 30 th","Jatim","Mid","tidak","tidak","trans7","trans tv","mnc tv","net"
"Johnson, Alex","M","11 - 15 th","SUM 2","Super","tidak","ya","net","trans7","inews","sctv"
"el-Sesay, Mus'ab","F","21 - 25 th","Jatim","Mid","ya","ya","tv one","inews","trans7","net"
"Kraus, Trey","M","21 - 25 th","Jateng","Mid","tidak","tidak","trans7","net","sctv","mnc tv"
"Saunders, Jaime","M","21 - 25 th","Kalimantan","Super","tidak","ya","sctv","trans7","inews","rcti"
"el-Baig, Rushdi","M","16 - 20 th","Jabar","Super","ya","ya","trans7","rcti","net","sctv"
"Vigil, Elberta","F","26 - 30 th","Jabar","Mid","tidak","ya","trans7","sctv","net","tv one"
"el-Mahmud, Adham","F","16 - 20 th","SUM 2","Mid","ya","ya","indosiar","inews","mnc tv","tv one"
"el-Saah, Nizaam","M","26 - 30 th","Jateng","Super","ya","ya","sctv","trans tv","rcti","net"
"Trevizo, Ariana","M","16 - 20 th","Sulawesi","Super","tidak","ya","trans tv","inews","trans7","sctv"
"Bennett, Kaitlyn","F","> 30 th","SUM 1","Up1","ya","ya","sctv","trans tv","inews","rcti"
